Stars,Title_of_Review,Base_Review,,,
5.0 out of 5 stars,CBS for games & immediate news/shows-no cost!,Great programs and “nice addition to my TV setup”!,,,
1.0 out of 5 stars,Non-functioning,"Horrible, didn't work",,,
1.0 out of 5 stars,Poor quality mananufacturing of the TV,The tv stopped working and can’t get it fixed but amazon supportIt is a fire TV less than 7 months oldBerry disappointing,,,
1.0 out of 5 stars,Test,Deleted as it was not what I needed,,,
5.0 out of 5 stars,As advertised,Comes in perfect with no problems!,,,
1.0 out of 5 stars,Unrecognized,I don't know what is this,,,
2.0 out of 5 stars,Two Stars,its ok,,,
5.0 out of 5 stars,I like Amazon Prime!,I like Amazon Prime!,,,
3.0 out of 5 stars,G,Not a sport channel.,,,
4.0 out of 5 stars,Four Stars,Great,,,
5.0 out of 5 stars,Not all games show up,Games in your area may be blocked,,,
4.0 out of 5 stars,Good for those with no cable,Watched the superbowl. Kept freezing but better than paying for cable,,,
1.0 out of 5 stars,No live TV unless you pay,Horrible!! A fee to watch live TV even with a service provider. Why would I pay twice ??,,,
1.0 out of 5 stars,Bad,Could no watch San Diego - Bosie st. Game,,,
1.0 out of 5 stars,Streaming interference,Not what I expected,,,
5.0 out of 5 stars,Easy,It was easy to add.,,,
2.0 out of 5 stars,Not sure if it’s the app or what,Stream kept buffering during the Super Bowl. Finally switched to Hulu live with no problems.,,,
1.0 out of 5 stars,Don't pay for this.,Buffers forever. Never even started,,,
2.0 out of 5 stars,tv,"very poor reception, was disappointed that it kept flickering on and off.",,,
4.0 out of 5 stars,Four Stars,Installed and worked fine. Won't get any serious time until camping trip.,,,
5.0 out of 5 stars,Awesome games!,Awesome sports channel with a good variety of things to watch.,,,
1.0 out of 5 stars,Disappointed,Moved to the Midwest and am unable to stream a live East coast team. Kept redirecting me to the Midwest team.Disappointed.,,,
5.0 out of 5 stars,It was great but,Great streaming the Super Bowl Game especially since we had poor reception with CBS free TV...but Alexa couldn't find it to do it. Had to enter in everything manually to get things started. Worked great though!,,,
5.0 out of 5 stars,Great picture,"Enjoyed watching, live streaming great",,,
4.0 out of 5 stars,All,Works great and it have good streaming,,,
5.0 out of 5 stars,Watched Superbowl game for free,Awesome strategy.  Had more commercials than paid version but that was a sacrifice for being a free streamed version.  I think I missed some of the half time shows.  Not sure.,,,
5.0 out of 5 stars,Ok.. Alright..,Gotta see the game,,,
5.0 out of 5 stars,Decent,Not bad for an app,,,
5.0 out of 5 stars,Application works fine,Application works fine,,,
5.0 out of 5 stars,Great pairing !,Right on time again CBS and Amazon  !,,,
1.0 out of 5 stars,Too expensive,If I have cbs for free I should t have to pay to see other things cbs have to offer not paying extra not fare just give us all the programs on demand,,,
5.0 out of 5 stars,Good,Good stream quality,,,
4.0 out of 5 stars,It works,Found a game I wanted to watch that wasn't locally available.,,,
5.0 out of 5 stars,App,Easy app fownload,,,
3.0 out of 5 stars,... when you need to watch some live streaming but horrible interface and not intuitive,OK when you need to watch some live streaming but horrible interface and not intuitive.,,,
2.0 out of 5 stars,Wouldn't subscribe,The streaming was slow.  Picture quality when playing was poor.,,,
5.0 out of 5 stars,Clear streaming,Clear streaming with no interruptions,,,
3.0 out of 5 stars,Good,Ok good picture really professional.,,,
5.0 out of 5 stars,Awesome experience!,Watched the superbowl and it was clear and on the money! Great experience! (only if I had faster internet but you gotta live with what you got :) ),,,
5.0 out of 5 stars,Super cbs - Super Biwl!,Was great I could watch super bowl 2019!!!,,,
1.0 out of 5 stars,Super bowl fail,"Like many others that were trying to stream the super bowl, this failed. Never worked",,,
1.0 out of 5 stars,Might work for some.,"Went to watch the Super Bowl, received nothing but a circle in the middle of the screen.",,,
5.0 out of 5 stars,Great to stream,Great to stream,,,
5.0 out of 5 stars,Value,Loved the value,,,
1.0 out of 5 stars,I have not requested this,I have not requested this,,,
5.0 out of 5 stars,Great quality,Streaming service was great without any buffering or delays. Great video quality as well,,,
3.0 out of 5 stars,CBS,My streaming provider Blocks this service. I have to upgrade to use it.,,,
1.0 out of 5 stars,Raider Game,Did not air! F you.,,,
4.0 out of 5 stars,it worked,I could see the SB game.  Could not rewind to review plays.  Could not skip commercials.,,,
3.0 out of 5 stars,Couldn't watch a live stream as it stated,I downloaded it to live stream a game that it said I could.  Little upset couldn't watch,,,
5.0 out of 5 stars,Worked fine for SuperBowl LIII,"Installed from Fire Cube.  Started up without issue.  Watched the game, commercials, half-time show all as expected.  Working as expected for my weekend.",,,
1.0 out of 5 stars,Just STUPID little video clips,"Where are the sports? Acording to their website, there are 6 MLB games, 1 NBA game, 1 NHL game, but none available. Just STUPID little video clips. Waste of time.",,,
3.0 out of 5 stars,Good,Good selection,,,
1.0 out of 5 stars,To have close caption,There was no closed captioning and the show I wouldn't deal without close caption and I miss the whole conversation there I was not very happy and it is  the law for Ada all are required to have closed caption only sports and movies that laws has been made for since 1984 so that was not good ...,,,
1.0 out of 5 stars,Poor Quality,"THe picture kept freezing, it acted like it was buffering continually.",,,
1.0 out of 5 stars,Not worth it,Can’t watch my football games without buying a subscription even though I have the CBS channel on directv.,,,
5.0 out of 5 stars,Super Bowl LIII,Worked great and I was able to watch the Super Bowl without any problems,,,
5.0 out of 5 stars,Great stream!,This was a last minute find before the Super Bowl started!  Everything worked great!,,,
1.0 out of 5 stars,Stream quality for live sports is poor,Stream quality was poor,,,
5.0 out of 5 stars,CBS is good,Good line up of items,,,
5.0 out of 5 stars,works perfect.,"what I needed, works perfect.",,,
5.0 out of 5 stars,great channel,great download,,,
1.0 out of 5 stars,Pixelated at Start,Pixelated for 3 seconds then cleared up,,,
3.0 out of 5 stars,Ok I guess,It is what it is,,,
1.0 out of 5 stars,Need high bandwidth to handle stream ...,Too much data for my router ... pixel tile galore ... I shared this with CBS when I ended my free trial ...,,,
1.0 out of 5 stars,Don't bother,Don't bother,,,
1.0 out of 5 stars,Not worth it,Pd to watch golf  tournament  Only got clips and 1 or 2 groups.,,,
1.0 out of 5 stars,This is useless,"No No No.  How the H.  I have CBS all access, works fine, then CBSS caries a NCAA game I want to watch, can't watch it with CBS total access; WHY. Tried downloading this app. Again No.  CBS has too do better or get out of the game.",,,
1.0 out of 5 stars,Couldn't watch much as a DISH subscriber,Very limited product for DISH subscribers,,,
5.0 out of 5 stars,Love Sports News,Love Sports News,,,
2.0 out of 5 stars,Must have a TV provider,Never worked,,,
1.0 out of 5 stars,No steams,Doesn't work,,,
5.0 out of 5 stars,Great free app,Was able to watch the Superbowl in HD and will be able to watch the AAF games.,,,
4.0 out of 5 stars,WORKS GREAT,WORKS GREAT,,,
5.0 out of 5 stars,CBS sport,Great channel,,,
5.0 out of 5 stars,Great app,We were able to stream and watch the super bowl no problem for free. Great app.,,,
5.0 out of 5 stars,Great game view,Was great to have the Super Bowl on my Amazon Prime.  CBS gave great coverage.,,,
1.0 out of 5 stars,does not work,does not work,,,
4.0 out of 5 stars,Kids,Didn't order,,,
4.0 out of 5 stars,Good app 👍,Added this CBS sports app to watch the super bowl and it worked great. Better than my live tv streaming service that has gotten worse since they increased the price!,,,
1.0 out of 5 stars,Sports are lame,Sports suck,,,
5.0 out of 5 stars,Love it,Works with my fire stick,,,
1.0 out of 5 stars,Whack,Does not work for free,,,
1.0 out of 5 stars,Didn’t work.,"Awful, absolutely awful. It hardly worked and when it did it was always trying to catch up.",,,
5.0 out of 5 stars,Worth the download,"Got to watch the masters. Actually, quicker or sooner than tv",,,
5.0 out of 5 stars,easy to use,more tv...,,,
3.0 out of 5 stars,Overpriced,Overpriced,,,
1.0 out of 5 stars,Don't need it,Will remove,,,
1.0 out of 5 stars,What the .....,I never  ordered,,,
3.0 out of 5 stars,For kids,Not for me,,,
1.0 out of 5 stars,Didn't order,Didn't order,,,
5.0 out of 5 stars,Best Sports App,This is the third sports app I have tried.  The first was discontinued and replaced by an unstable one without all the functionality of the first and it had poor font / background contrast.  CBS Sports has none of the poor features of the previous two and all the good points.  I really like checking the football scores and being able to see a field graphic with the current drive or a summary.,,,
1.0 out of 5 stars,Never worked,"I kept getting an error that they were experiencing technical difficulties and to check back later. I haven't tried it since but if it still not working tonight, I will unsubscribe.",,,
5.0 out of 5 stars,easy way to watch Super Bowl,I am so happy I get to see CBS sports though this amazon  APP,,,
3.0 out of 5 stars,not watched,not watched,,,
2.0 out of 5 stars,Buffering a big problem,I used this app for the Super Bowl. I got spinning wheels during halftime show and into the second half.,,,
1.0 out of 5 stars,Make sure your cable provider carries,Cable provider doesn't have CBS sports so only had the 24/7 yapping and no actual sports.,,,
1.0 out of 5 stars,What's the point?,"There's nothing available really. It's just another ""channel"" showing clips.",,,
5.0 out of 5 stars,I recommend this,Works great,,,
1.0 out of 5 stars,Not Very Useful,Not much available here.,,,
5.0 out of 5 stars,Great app,Great app,,,
5.0 out of 5 stars,HD is perfect,Works great,,,
5.0 out of 5 stars,Five Stars,Great app for watching sports and prior tv shows.,,,
1.0 out of 5 stars,NA,Couldn't get it to play,,,
2.0 out of 5 stars,"Everything requires  you paying them, there  are too many other free channels to watch to depend on these fools!","Everything requires  you paying them, there  are too many other free channels to watch to depend on these fools!",,,
3.0 out of 5 stars,Is what it is.,Just ok.,,,
5.0 out of 5 stars,Great connection!,I used this for the Super Bowl and it was great!!,,,
3.0 out of 5 stars,it's an app.,it's an app.,,,
5.0 out of 5 stars,Great,Easy app,,,
4.0 out of 5 stars,Four Stars,Works,,,
5.0 out of 5 stars,Ok,Slow runny purchased for superbowl,,,
1.0 out of 5 stars,Please there are about 4 of these I didn’t order,I didn’t Order this,,,
1.0 out of 5 stars,Not a very good app kind of miss leading,Well he say that you have access to everything and you don’t just really poor Lynn make it out like you’ve got access to CBS Sports and I did not really disappointing,,,
2.0 out of 5 stars,Terrible,Terrible,,,
5.0 out of 5 stars,Picture  quality,Picture  quality,,,
5.0 out of 5 stars,Perfect,Perfect,,,
1.0 out of 5 stars,Didn’t order,Didn’t order,,,
5.0 out of 5 stars,Easy to use,Easy to use,,,
5.0 out of 5 stars,Great with no cable,For my son I don’t have cable,,,
4.0 out of 5 stars,Can't go wrong with CBS Sports,"I like that they offer free ""live"" games without a subscription every now and then",,,
4.0 out of 5 stars,4 Stars for very good service!,Good to very good!! No complaints here,,,
5.0 out of 5 stars,Sports HQ is outstanding. They cover everything (unlike ESPNs ...,Sports HQ is outstanding. They cover everything (unlike ESPNs blatant disregard of the NHL). It's all information and no argumentative opinion.,,,
5.0 out of 5 stars,Great quality,Great product!!,,,
5.0 out of 5 stars,good,works good,,,
1.0 out of 5 stars,Not working............,Nothing...……..,,,
3.0 out of 5 stars,Saves alot of money!!!!!!!!,Love the Firestick!  Saves hundreds of dollars a month!!!!!,,,
3.0 out of 5 stars,Clumsy Broadcasting System,A bit clumsy to use. It is not as good as the Kindle ESPN app but that ceased to function properly on my Kindle and there is not apparent fix to be found. ESPN app allows picking specific teams in a much simpler manner. Getting from sport-to-sport on this app is not as easy. It does work though.,,,
1.0 out of 5 stars,Horrible App! Crams vommercuals diwn thriat,So nany commercuals irs not even worth having on my devices. I deleted! Wont even let you get out of commercials to search for your content ir go to an app menu.,,,
5.0 out of 5 stars,Awesome,I was able to watch my football game with my favorite team... the Bears.,,,
2.0 out of 5 stars,Dissapointed,Why is it everything but the game came in clear and without disruption?,,,
5.0 out of 5 stars,Great,Great,,,
5.0 out of 5 stars,Great Purchase,GREAT,,,
5.0 out of 5 stars,Awesome,Great,,,
5.0 out of 5 stars,great,great,,,
1.0 out of 5 stars,Waste of time if your looking for live sports,Did nothing to help me watch games that weren’t being showed in my viewing area. Waste of time if your looking for live sports,,,
4.0 out of 5 stars,It’s a Good Sports App,Solid app but ESPN and FoxSports are better,,,
1.0 out of 5 stars,CBS Sports,Will not download,,,
4.0 out of 5 stars,Super Bowl channel,I got to watch the Super Bowl that was on this network.,,,
5.0 out of 5 stars,Thank,Thank,,,
5.0 out of 5 stars,no problems,Thank you very much I got to watch the Superbowl 🏈 with no problem 😊,,,
1.0 out of 5 stars,meh,Didn't care for it.really complicated to get in let alone set a profile,,,
1.0 out of 5 stars,Free,Free,,,
5.0 out of 5 stars,Good,Good,,,
5.0 out of 5 stars,OK,GOOD,,,
5.0 out of 5 stars,Good,Good,,,
3.0 out of 5 stars,nice,nice,,,
5.0 out of 5 stars,Rebuy,Good,,,
5.0 out of 5 stars,Good,Good,,,
1.0 out of 5 stars,Must add beer,Requires beer to watch,,,
3.0 out of 5 stars,Good app. In a pinch.,"Worked well most of the time, but slowly got glitches worse and worse. Finally had to reboot when it became unwatchable.  To be fair this may be the firestick’s problem not the app, and I do appreciate CBS making a free outlet for me to watch their commercials (and the game)",,,
1.0 out of 5 stars,Nothing Special,Not helpful. Charging for programs easily obtainable fromvoff air broadcast. Sports are  wortheless,,,
5.0 out of 5 stars,good,good,,,
1.0 out of 5 stars,No live video,Does not contain live video,,,
5.0 out of 5 stars,Good app,Good app,,,
5.0 out of 5 stars,Great,Great,,,
4.0 out of 5 stars,It’s An App - Works well.,It’s An App - Works well.,,,
1.0 out of 5 stars,Garbage.,"Made me download to watch Superbowl, didn't broadcast Superbowl. Super.",,,
5.0 out of 5 stars,Everything was good,Everything was good,,,
1.0 out of 5 stars,Cannot be used in my country,I live in Costa Rica and downloaded this application just to get the message that it can not be used because of geography reasons,,,
5.0 out of 5 stars,Great sports app,Nice app for sports updates,,,
3.0 out of 5 stars,Average experience,"The live tv is fine, but when I attempt to playback episodes the stream is choppy.",,,
1.0 out of 5 stars,Waste of time,Why have the app if you need a cable tv account.,,,
5.0 out of 5 stars,Best Sports App Ever,This app is simple to use on my Fire Stick. Easily my favorite sports app in existence. You can stream their new 24-hour sports network straight from the app!,,,
5.0 out of 5 stars,Downloaded App,only used this app to watch the super bowl since we don't have cable,,,
5.0 out of 5 stars,:),:),,,
3.0 out of 5 stars,Good,OK,,,
3.0 out of 5 stars,😀,😀,,,
5.0 out of 5 stars,👍,👍,,,
3.0 out of 5 stars,It's OK,I'll be happy when the day arrives when there are no more commercials....I'd pay to do away with them...,,,
1.0 out of 5 stars,No different than antenna TV,"I got the app because I was having poor reception issues with my antenna TV, figuring that since the signal was going to be over the internet there would not be any issues. I was wrong. Same crappy reception as antenna TV. And yes, I have a smart TV, with no issues with other apps.",,,
3.0 out of 5 stars,Ok,Ok,,,
5.0 out of 5 stars,T. V,Football,,,
1.0 out of 5 stars,It works fine it’s just lame,It works fine it’s just lame,,,
3.0 out of 5 stars,CBS,It's okay.,,,
5.0 out of 5 stars,works like advertised,works great,,,
1.0 out of 5 stars,"All Access, didn’t work.","I bought it so we could watch the Steelers game on CBS, but it wouldn’t let me access it.",,,
3.0 out of 5 stars,Need to have CBS subscription,I thought I would be able to use a TV provider sign in to be able to watch games like Fox sports but it required a CBS subscription. Three stars because it's not what I hoped but couldn't comment on the actual app itself,,,
2.0 out of 5 stars,really...,wanted to watch a game. not repeating highlights,,,
2.0 out of 5 stars,Where I live the only Cable option I have is ...,Where I live the only Cable option I have is Direct TV and with no local broadcast affiliates common sense would dictate that Sports broadcast would be streaming here.,,,
4.0 out of 5 stars,Four Stars,good app,,,
4.0 out of 5 stars,Acceptable. .,It takes a while to load.,,,
1.0 out of 5 stars,A,A,,,
4.0 out of 5 stars,The difference sports available,We love sports,,,
1.0 out of 5 stars,couldn't even figure it out,waste of money,,,
5.0 out of 5 stars,Easy to use,Great,,,
5.0 out of 5 stars,Good,Good,,,
4.0 out of 5 stars,"Picture was great, audio was missing depth",We switched between antennae and Amazon's Fire TV CBS Sports Stream app. We found the audio in Amazon's Fire TV CBS Sports Stream app lacked the depth of fan participation in the stadium.,,,
5.0 out of 5 stars,Pleased,Very happy that I was able to watch Superbowl go Rams,,,
5.0 out of 5 stars,Like it,Like it,,,
5.0 out of 5 stars,Good,Very good,,,
4.0 out of 5 stars,Four Stars,GOOD AP,,,
1.0 out of 5 stars,Not free,Not free,,,
1.0 out of 5 stars,Single day stinky service,Waste of time!,,,
5.0 out of 5 stars,Worked great!,Couldn't stream on my Roku but got it fast with smooth rendering with this app. THANKS! you made my super bowl experience :-),,,
3.0 out of 5 stars,It was okay,"Watched the Super Bowl. The connection was not that great. I usually do not have issues with any of my other apps such as Netflix or Hulu, so it wasn’t due to my personal internet. But when connection was good, the picture was great and in HD",,,
1.0 out of 5 stars,Not what we wanted.,Didn’t need it.,,,
5.0 out of 5 stars,Hope we win this year,Fantastic app,,,
3.0 out of 5 stars,Set it up for my stare tv for football,Don’t use it as much as I thought I would.,,,
3.0 out of 5 stars,All scores in nearly every sport & endless data and info.,"Five stars for extent of info & data but one star for maneuverability.So  average is three stars. Also it takes a long time to update between pitches, plays, golf shots, hockey minutes, basketball minutes, etc. But lots & lots of data, almost too much.",,,
5.0 out of 5 stars,5stars,loved,,,
3.0 out of 5 stars,Touchdown!,Football!!!!!,,,
4.0 out of 5 stars,Worked fine for the super bowl.,Used it to watch the super bowl. Worked fine. Will see how it is through the other sports before deciding to keep it or uninstalling.,,,
1.0 out of 5 stars,Don’t assume you’ll get to watch the games you want to see.,"Advertised I could watch Chiefs games from outside local viewing area.  Clearly not the case, deceptive and frustrating.",,,
5.0 out of 5 stars,Superbowl pass,This app graciously allowed me to watch the superbowl. Many thanks.,,,
1.0 out of 5 stars,I was hoping this app was like the phone app so I could stream the Masters,I was hoping this app was like the phone app so I could stream the Masters. Unfortunately it wasn’t so I deleted it.  It was updates on various sports stories of the day. If that’s what you are looking for it would be fine.,,,
1.0 out of 5 stars,tv,Do not use,,,
5.0 out of 5 stars,Awesome,Very good,,,
5.0 out of 5 stars,Excellent app,"Excellent app, I downloaded because are over the air reception was looking pixelated three or four hours before the game.  It never  buffered once, and had excellent picture quality , I highly recommend",,,
1.0 out of 5 stars,One Star,Good for football season,,,
1.0 out of 5 stars,Apps,CBS has issues,,,
2.0 out of 5 stars,it didn't stream the buffering was extremely distracting,tried to watch a sport program but contentious buffering made me Give up,,,
5.0 out of 5 stars,Great way to stream,"All over the world, so I use a VPN and CBS to stream US sports!",,,
4.0 out of 5 stars,CBS Sports,Has a lot of sport reviews which my son and I enjoy,,,
1.0 out of 5 stars,Lots of glitches and difficult to use are not a good combination,Why would I pay for something of this quality.  Answer:  I won't,,,
5.0 out of 5 stars,Picture quality was better than my antenna,I have a HD antenna and HD TV but when streaming the Superbowl the picture was brighter and clearer through the app.,,,
1.0 out of 5 stars,One Star,Can't watch it unless you pay for it.,,,
5.0 out of 5 stars,Awesome,Easy to stream and highly definition,,,
4.0 out of 5 stars,Football,Watched the Superbowl... Was nice to get it,,,
5.0 out of 5 stars,Awesome,Great channel,,,
5.0 out of 5 stars,Superbowl CBS,There weren't any buffering incidents and the picture quality was good.,,,
3.0 out of 5 stars,Sucks,Got it to just watch football that was a mistake and still have to have a internet provider,,,
5.0 out of 5 stars,Works great,Easy to use,,,
5.0 out of 5 stars,Tv,Easy download,,,
2.0 out of 5 stars,Awful Stream during peak times of games etc.,Bad streaming.,,,
5.0 out of 5 stars,What a great way to watch the Super Bowl without cable,Used CBS Sports Stream for the first time.  It worked great using a Amazon Fire TV.,,,
1.0 out of 5 stars,worthless if you dont have tv service,one of many apps that require tv service. dud,,,
5.0 out of 5 stars,I was pleased that Amazon offered this stream.,We were able to watch the game!!! Very happy about that!!!,,,
5.0 out of 5 stars,Free,Free,,,
1.0 out of 5 stars,Not user friendly,Chase around looking for channels.,,,
2.0 out of 5 stars,Not useful for me,Could not get AT&T Golf Tournament live.,,,
1.0 out of 5 stars,Live TV not available in all places,I downloaded this so I could watch the live TV and it is only available in certain places and one of those is not South Dakota so it was a total waste. Make sure you can watch live TV where you are before buying.,,,
3.0 out of 5 stars,Dropped reception,The initial connection was great. Toward the end of the game My network kept dropping reception. Not sure if it was my new Netgear router or the Roku.,,,
1.0 out of 5 stars,Garbage app,Garbage app. Live football is all I wanted. Not some worthless sitcom and game highlights.,,,
3.0 out of 5 stars,Stupid Bowl,I only downloaded it to watch the super bowl and that was a waste time .....worst ever,,,
5.0 out of 5 stars,Super Bowl Game Streamed Live and Free!,"We turned off cable years ago! We enjoy Amazon Prime for the occasion tv show, movie, documentary ... was pleasantly surprised to find on Super Bowl Sunday that I could stream live for free the Super Bowl Game on the CBS Sports HQ app. Wonderful! Thank you!",,,
1.0 out of 5 stars,really wasn't live,"I paid for a months subscription to watch the end of the PGA  tour that CBS stopped televising at the end of the Genesis open. Went to the site and all they showed is replays that already happened. Could not watch the finish Live. Maybe it was me,but it shouldn't be that hard to live stream it",,,
1.0 out of 5 stars,Nope,Nope,,,
5.0 out of 5 stars,Good product,Nice,,,
5.0 out of 5 stars,Great service,Highly recommended,,,
5.0 out of 5 stars,CBS Sports,"Works as stated. Great product, Recommend highly.Anthony. H.Burlington.MA.",,,
1.0 out of 5 stars,I don’t use it,"Did not want it. Someone installed, I then deleted it.",,,
1.0 out of 5 stars,Should be call briefs only from CBS,"No sports on this app, just interviews and highlights. Just worthless.All other networks show live coverage and replays of sports. Not on CBS sports app.",,,
1.0 out of 5 stars,Not worth the money,Not worth the money,,,
1.0 out of 5 stars,Not able to open it,Umable to watch,,,
5.0 out of 5 stars,Five stars,"Works great on my FireTV 4 K stick, i was abble to watch the program without interruption",,,
4.0 out of 5 stars,CBS sports stream good,"Worked seamlessly. Only froze up once during viewing of the super bowl. The image quality was almost always good, rarely pixelated.",,,
1.0 out of 5 stars,Get kodi,Get Kodi and forget the Amazon apps if u need Kodi installed hit me up 214-  two two 3. -28 five 8 anytime I work for my self I have no time to sleep,,,
1.0 out of 5 stars,Not for me,Not for me,,,
4.0 out of 5 stars,"Need a stream device, works great with Firetv",Love being able to watch all my favorite shows without having to have cable or satelite,,,
1.0 out of 5 stars,Pretty useless,Was hoping to have live streaming of college game.,,,
3.0 out of 5 stars,Repeats too much,"The highlights and commentary are very good, but they repeat too many times. It should be more expansive coverage before repeating the same news over and over.",,,
5.0 out of 5 stars,Five Stars,Perfect!!,,,
4.0 out of 5 stars,Ok,Ok,,,
5.0 out of 5 stars,Cool app!,"Wasn’t able to use it for what I originally downloaded it for, but ended up keeping it!",,,
1.0 out of 5 stars,Bad experience,It was awful picture quality it buffered a lot and would humble ahead every so often.I had to switch over to direct now and watch the super bowl. If that app was my only option the to watch the game it would have ruined the night. Two thumbs down.,,,
4.0 out of 5 stars,OK,Need to weed through a lot of stuff and ads to get what you want,,,
2.0 out of 5 stars,Poor streaming,The app did not stream very well and I deleted it.,,,
1.0 out of 5 stars,whack,sucks,,,
1.0 out of 5 stars,Sucks,Sucks,,,
3.0 out of 5 stars,Not live tv,"Wanted to watch the afc playoff,  Jr it was just people talking",,,
2.0 out of 5 stars,Streaming quality poor.,Lots of stream interruptions low quality video,,,
1.0 out of 5 stars,Worst halftime show ever,Boring as hell,,,
3.0 out of 5 stars,"The app is fine, but I realized I didn't need it. My fault not the app.","I didn't really need this as my cable works with my Roku stick. My bad, not the fault of the app. The app is fine.",,,
5.0 out of 5 stars,Selection,Love Al sports,,,
5.0 out of 5 stars,"Good stream quality, picture adjusts to bandwidth","We enjoy CBS content very much. The streaming quality is good, and the picture quality adjusts to your connection. Sometimes we would hear only sound but would work better after resetting.",,,
3.0 out of 5 stars,Not horrible,To much focus on fantasy and betting,,,
1.0 out of 5 stars,hard to connect,Never able to connect,,,
1.0 out of 5 stars,For sports fans,Not needed no sports fan,,,
2.0 out of 5 stars,kept buffering,kept buffering where as Amazon Prime and Netflix do not,,,
1.0 out of 5 stars,CBS app,"I did not like this app because it stopped and started throughput the whole game!! All my other apps run top notch, I have deleted this app!!",,,
1.0 out of 5 stars,Unable to stream non local teams,Still was not about to find northern football teams to stream,,,
5.0 out of 5 stars,Super Bowl 2019,"I was happy that I was able to watch the Super Bowl. Although my team lost, I was glad to see the game.",,,
5.0 out of 5 stars,Good app,"Very clean stream, easy to navigate.",,,
1.0 out of 5 stars,Game not offered!,"I signed up so I could get Pittsburgh Steeler games. Every game was on EXCEPT the Steeler game! If it’s not on Sunday, I will be cancelling!",,,
5.0 out of 5 stars,Bronco Playoff Game,Club volleyball takes up all of our Sunday.  The Broncos are in the playoffs and CBS sports allowed us to be at her volleyball game and still watch the playoff games!  Yeah this is awesome.,,,
1.0 out of 5 stars,Worthless,No content. I just subscribed for the EUFA soccer tournament. It was completely worthless.,,,
1.0 out of 5 stars,Joke,"Same as fox sports app, a joke unless you pay for extra content.",,,
5.0 out of 5 stars,As advertised,great app,,,
5.0 out of 5 stars,Okey,Okey,,,
1.0 out of 5 stars,Cheap,Cheap,,,
1.0 out of 5 stars,Not for me. Cancel/stop,"This is not what I wanted..please cancel trial. I thought I would see actual games going on today, but could not.. stop/ cancel.",,,
1.0 out of 5 stars,Comcast is using it monopoly force consumers to pay for free channels,The crooks at comcast make you pay for their service to use this if they are your provider,,,
5.0 out of 5 stars,Report abuse,Translate review to English,,,
5.0 out of 5 stars,Got husband attention,Good game info,,,
1.0 out of 5 stars,Stream terrible,Wouldn't work,,,
5.0 out of 5 stars,Great,Great App,,,
2.0 out of 5 stars,My Mistake,Nothing on it worth watching.,,,
1.0 out of 5 stars,Worthless A la carte purchase,Worthless A la carte purchase,,,
1.0 out of 5 stars,SLOW,SLOW,,,
5.0 out of 5 stars,Sports,Good to watch sports,,,
1.0 out of 5 stars,One Star,You have yo subscribe to a cable network like Dish,,,
3.0 out of 5 stars,Great entertainment.,The apps are great but every in between your left out waiting for the program to return.,,,
3.0 out of 5 stars,Three Stars,ok,,,
2.0 out of 5 stars,missed the game,Was supposed to show the Cincinnati/ chargers game.....it was nowhere to be seen,,,
1.0 out of 5 stars,No good,"Nope this app' ls no good, can't watch anything unless you subscribe to monthly plan.",,,
4.0 out of 5 stars,ffg,Fttgt,,,
1.0 out of 5 stars,Horrible streaming ever! Buffered almost every second!,Horrible streaming experience ever! It buffered every 3 seconds and when it came back on 2 plays had passed already. It was utter torture.,,,
5.0 out of 5 stars,The price is right!,Only used once but worked fine.,,,
1.0 out of 5 stars,Constant buffering,Tried to watch the super bowl and it was buffering and skipping the entire time. Thank goodness we didnt have people over!!,,,
1.0 out of 5 stars,Absolute trash,Absolute trash!!!,,,
5.0 out of 5 stars,Good,Love it,,,
3.0 out of 5 stars,na,na,,,
5.0 out of 5 stars,Great streaming,First time streaming from CBS sports and zero issues.,,,
5.0 out of 5 stars,No complaints,No complaints,,,
1.0 out of 5 stars,No,No,,,
4.0 out of 5 stars,CBS ONLINE,Like the channel. I watched the Super Bowl.,,,
1.0 out of 5 stars,Not worth it,Cannot watch live football with app,,,
5.0 out of 5 stars,love sports,great to have,,,
1.0 out of 5 stars,"not a good app, for me.",Exactly what the HEADLINE says...,,,
1.0 out of 5 stars,Transmission signal lost.,"Watched superbowl,  signal lost lots of times during game,,  but free!",,,
5.0 out of 5 stars,Fast.,Awesome.,,,
1.0 out of 5 stars,One Star,They want you to pay extra to watch FREE TV??,,,
1.0 out of 5 stars,Don’t bother,It was not easy to use,,,
5.0 out of 5 stars,Good price,Good product,,,
5.0 out of 5 stars,CBS Sports Stream & Watch Live,Nice Link to have on the Fire TV. Sports fans will love it.,,,
4.0 out of 5 stars,It was OK,"I thought it was a little too expensive for something  you get free with an antenna, seemed to buffer a lot.",,,
5.0 out of 5 stars,Great Channel!,My wife loves this channel!,,,
4.0 out of 5 stars,Questions about using app..,Signing in..,,,
1.0 out of 5 stars,YOU know it,Not anything like I thought it would be.,,,
4.0 out of 5 stars,To soon to tell,Gets me what I need to know with patience.,,,
3.0 out of 5 stars,It might not be what your expecting,The description makes it sound like the NFL games can be viewed for free ... I couldn't see any games unless o subscribed toall CBS all access ... But the live ticker worked. I downloaded Yahoo Sports and now watch all the games for free !!!,,,
2.0 out of 5 stars,Blah,Not very good!,,,
1.0 out of 5 stars,One Star,Videos are like a minute long and don't really give you any info.Bunch of talking heads,,,
